2021,"Impact of oil prices on profitability and investment activity of oil companies from central and eastern europe","Ilic A., Ponomarenko T.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Autonomous complex for electro-thermal heating of oil wells fed by a photovoltaic installation","Shklyarskiy Y.E., Starshaya V.V.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Kineticand thermodynamic aspects of flotation beneficiation of polymetallic raw materials","Kalmykova T.D., Kuznetsov V.V.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,1,1,2,0,2
2021,"On the recycling and use of microsilica in the oil industry","Glazev M., Bazhin V.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Difficulties in the industrial introduction of new effective hydrodesulfurization catalysts in the Russian Federation","Konoplin R.R., Kondrasheva N.K.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,4,1,5,0,5
2021,"Substantiation of development system parameters taking into account the main dimensions of working equipment used in the development of mineral deposits by open-pit method","Tyukov P.O., Loginov E.V.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Soil deformation model analysis in the processing of the geotechnical monitoring results","Syasko V., Shikhov A.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,1,1,2,0,2
2021,"Problems of the organization of surface and underground space (e.g. historical embankments of Saint Petersburg)","Shapiro S.L., Kopkov M.P., Potseshkovskaya I.V.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Development of methods for determining the relative weight of physical factors in pipeline paraffinization","Kopteva A.V., Ushkova T.O.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,1,1,0,1
2021,"On the variability of technological indicators in the extraction of precious metals","Ushakov E.K., Alexandrova T.N.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Multifunctional crust breaker for automatic alumina feeding system of aluminum reduction cell","Shestakov A.K., Sadykov R.M., Petrov P.A.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,3,0,3,0,3
2021,"Reflection of Social and Cultural Features in the Names of Stones and Minerals in Bazhov's Tales","Stepanova L.I., Shchukina D.A.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"A visual-acoustic duet of painting and music in medieval aesthetics","Gladkova D.V., Dorofeyev D.Y.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Physical modeling of the Bazhenov formation in combination with CSEM and seismic methods","Ananyev V.V., Grigoryev G.S., Gorelik G.D.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Increasing the efficiency of Russian uranium mining enterprises in conditions of excessive supply","Dudina A., Shabalov M., Nikolaichuk L.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Substantiation of the method ensuring the safe development of the pit reserves of kimberlite ore deposits in the conditions of the Udachny mine","Anisimov K.A., Zubov V.P.",25550403,"E3S Web of Conferences",266, ,0,0,0,0,0,0,2,0,2,0,2
2021,"Recycling of coal fly ash as an example of an efficient circular economy: A stakeholder approach","Marinina O., Nevskaya M., Jonek-Kowalska I., Wolniak R., Marinin M.",19961073,"Energies",14, 12,0,0,0,0,0,4,15,1,20,0,20
2021,"Accessible battery model with aging dependency","Savard C., Iakovleva E., Ivanchenko D., Rassolkin A.",19961073,"Energies",14, 12,0,0,0,0,0,1,6,2,9,0,9
2021,"Optimization of the configuration of the power sections of special small-sized positive displacement motors for deep-penetrating perforation using the technical system “perfobore”","Liagov I., Liagov A., Liagova A.",20763417,"Applied Sciences (Switzerland)",11, 11,0,0,0,0,0,0,1,0,1,0,1
2021,"Spectral properties and structure of transparent glass-ceramics based on Fe:MgAl2O4 and Fe:ZnAl2O4 crystals","Dymshits O.S., Bukina V.S., Eremeev K.N., Alekseeva I.P., Tsenter M.Ya., Khubetsov A.A., Basyrova L.R., Popkov V.I., Loiko P.A., Zhilin A.A.",10709762,"Journal of Optical Technology (A Translation of Opticheskii Zhurnal)",88, 6,0,0,0,0,0,0,1,0,1,0,1
2021,"The use of web technologies in urban planning management in Russian cities","Vilenskii M., Smirnova O.",17529638,"Journal of Urban Regeneration and Renewal",14, 4,0,0,0,0,0,0,0,2,2,0,2
2021,"Virtual Analyzer of the Voltage and Current Spectrum of the Electric Arc in Electric Arc Furnaces","Simakov A.S., Trifonova M.E., Gorlenkov D.V.",00360295,"Russian Metallurgy (Metally)",2021, 6,0,0,0,0,0,0,1,0,1,0,1
2021,"Universal approach for dem parameters calibration of bulk materials","Boikov A., Savelev R., Payor V., Potapov A.",20738994,"Symmetry",13, 6,0,0,0,0,0,0,3,2,5,0,5
2021,"Migration attractiveness as a factor in the development of the russian arctic mineral resource potential","Chanysheva A., Kopp P., Romasheva N., Nikulina A.",20799276,"Resources",10, 6,0,0,0,0,0,3,1,1,5,0,5
2021,"Cc(U)s initiatives: Public effects and “combined value” performance","Ilinova A., Romasheva N., Cherepovitsyn A.",20799276,"Resources",10, 6,0,0,0,0,0,1,2,1,4,0,4
2021,"Increasing resolution of seismic hazard mapping on the example of the north of middle Russian highland","Movchan I.B., Shaygallyamova Z.I., Yakovleva A.A., Movchan A.B.",20763417,"Applied Sciences (Switzerland)",11, 11,0,0,0,0,0,1,16,0,17,0,17
2021,"Extraction of rare earth metals by solid-phase extractants from phosphoric acid solution","Cheremisina O., Ponomareva M., Sergeev V., Mashukova Y., Balandinsky D.",20754701,"Metals",11, 6,0,0,0,0,0,1,1,1,3,0,3
2021,"“Vision zero” concept as a tool for the effective occupational safety management system formation in JSC “suek-kuzbass”","Smirniakova V., Smirniakov V., Almosova Y., Kargopolova A.",20711050,"Sustainability (Switzerland)",13, 11,0,0,0,0,0,1,3,1,5,0,5
2021,"Developing corporate sustainability assessment methods for oil and gas companies","Ponomarenko T., Marinina O., Nevskaya M., Kuryakova K.",22277099,"Economies",9, 2,0,0,0,0,0,2,1,2,5,0,5
2021,"Dynamics and control of an electrodynamic tug: Transfer to the graveyard orbit","Patel I.K., Tikhonov A.A.",00945765,"Acta Astronautica",183, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Influence of COVID-19 pandemic on fertilizer companies: The role of competitive advantages","Ilinova A., Dmitrieva D., Kraslawski A.",03014207,"Resources Policy",71, ,0,0,0,0,0,3,9,7,19,0,19
2021,"Thermal desorption treatment of petroleum hydrocarbon-contaminated soils of tundra, taiga, and forest steppe landscapes","Bykova M.V., Alekseenko A.V., Pashkevich M.A., Drebenstedt C.",02694042,"Environmental Geochemistry and Health",43, 6,0,0,0,0,0,2,12,1,15,0,15
2021,"Evaluation of the Fuzzy Cognitive Model of Professional Competences","Gerasimov I.V., Ankoudinov I.G.",,"Proceedings of 2021 24th International Conference on Soft Computing and Measurements, SCM 2021",, ,0,0,0,0,0,0,1,0,1,0,1
2021,"The Research of Increase of Torque of Synchronous Motor in the Field of Small Slip Values","Ustinov D.",,"2021 18th International Scientific Technical Conference Alternating Current Electric Drives, ACED 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Modeling of controlled biological treatment processes in the bioreactor of University of Cape Town","Grudyaeva E.K., Dushin S.E.",17426588,"Journal of Physics: Conference Series",1864, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Current state of production and consumption of rhenium abroad","Argimbaev K., Ligotsky D., Loginov E.",25550403,"E3S Web of Conferences",258, ,0,0,0,0,0,0,1,2,3,0,3
2021,"Study of hierarchical structure of fossil coals by small-angle scattering of thermal neutrons","Vasilenko T., Kirillov A., Islamov A., Doroshkevich A.",00162361,"Fuel",292, ,0,0,0,0,0,0,2,0,2,0,2
2021,"Semi-autogenous wet grinding modeling with cfd-dem","Lvov V., Chitalov L.",2075163X,"Minerals",11, 5,0,0,0,0,0,0,2,0,2,0,2
2021,"Methods of displaying geospatial information using cartographic web technologies for the arctic region and the continental shelf","Kopylova N., Starikov I.P.",00167126,"Geodezia i Kartografia",971, 5,0,0,0,0,0,1,0,0,1,0,1
2021,"Investigation of the accuracy of measuring the parameters of remote objects observed by the optical-electronic system with a light field recorder","Makhov V.E., Potapov A.I., Shirobokov V.V., Emelyanov A.V.",22261494,"Scientific and Technical Journal of Information Technologies, Mechanics and Optics",21, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Development of a new plasma technology for producing pure white corundum","Kison V.E., Mustafaev A.S., Sukhomlinov V.S.",22261494,"Scientific and Technical Journal of Information Technologies, Mechanics and Optics",21, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Determining the Actual Contact Area in Mutual Lapping of Surfaces","Muratov K.R., Gashev E.A., Ablyaz T.R., Maksimov P.V., Permyakov M.S., Lekomtsev A.V., Ilyushin P.Y., Korobov G.Y.",1068798X,"Russian Engineering Research",41, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Big data as a tool for building a predictive model of mill roll wear","Vasilyeva N., Fedorova E., Kolesnikov A.",20738994,"Symmetry",13, 5,0,0,0,0,0,3,20,3,26,0,26
2021,"Evaluation of changes in structure of modified cement composite using fractal analysis","Yakovlev G., Polyanskikh I., Belykh V., Stepanov V., Smirnova O.",20763417,"Applied Sciences (Switzerland)",11, 9,0,0,0,0,0,0,0,3,3,0,3
2021,"Kudryavy volcano crater thick rocks electrical breakdown study in 50 Hz electromagnetic field","Rylnikova M.V., Argimbaev K.R.",1728144X,"International Journal of Engineering, Transactions B: Applications",34, 5,0,0,0,0,0,0,1,0,1,0,1
2021,"Technology of Stable Water-Oil Emulsion Breaking by Magnetic Impact","Lekomtsev A.V., Ilyushin P.Y., Stepanenko I.B., Mekhanoshina O.R., Bakaneev V.S., Korobov G.Y., Kang W.",00092355,"Chemical and Petroleum Engineering",57, 1-2,0,0,0,0,0,0,0,0,0,0,0
2021,"Use of Partition Coefficients in a Hexane-Acetonitrile System in the GC-MS Analysis of Polyaromatic Hydrocarbons in the Example of Delayed Coking Gas Oils","Efimov I., Povarov V.G., Rudko V.A.",24701343,"ACS Omega",6, 14,0,0,0,0,0,0,2,2,4,0,4
2021,"The Influence of Solar Activity Rhythms on Precipitation Cycles during Climate Change in Central Yakutia","Pomortseva A.A., Pomortsev O.A., Popov V.F., Trofimtsev Y.I.",17551307,"IOP Conference Series: Earth and Environmental Science",720, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Anovar of Errors in Surveying Photogrammetric Measurements of Mountain Objects with the Help of Unmanned Aerial Vehicles","Blischenko A.A., Gusev V.N.",17551307,"IOP Conference Series: Earth and Environmental Science",720, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Elements of the mathematical support for the design of an autonomous tractor","Dobretsov R.Y., Dobretsova S.B., Voinash S.A., Shcherbakov A.P., Dolmatov S.N., Sokolova V.A., Taraban V.V., Alekseeva S.V., Taraban M.V.",17551307,"IOP Conference Series: Earth and Environmental Science",723, 3,0,0,0,0,0,0,1,0,1,0,1
2021,"Mineral and Technological Features of Magnetite-Hematite Ores and Their Influence on the Choice of Processing Technology","Nikolaeva N.V., Aleksandrova T.N., Chanturiya E.L., Afanasova A.",24701343,"ACS Omega",6, 13,0,0,0,0,0,2,10,0,12,0,12
2021,"Performance evaluation of heading‐and‐winning machines in the conditions of potash mines","Lavrenko S.A., Shishlyannikov D.I.",20763417,"Applied Sciences (Switzerland)",11, 8,0,0,0,0,0,4,3,2,9,0,9
2021,"Predicting Methane Emissions from Multiple Gas-Bearing Coal Seams to Longwall Goafs at Russian Mines","Sidorenko A.A., Dmitriev P.N., Sirenko Y.G.",18196608,"ARPN Journal of Engineering and Applied Sciences",16, 8,0,0,0,0,0,0,4,0,4,0,4
2021,"Exploration of rhenium volcanogenic deposit and technology development","Rylnikova M.V., Argimbaev K.R., Ligotsky D.N.",17281431,"International Journal of Engineering, Transactions A: Basics",34, 4,0,0,0,0,0,0,1,0,1,0,1
2021,"Assessing of losses and dilution impact on the cost chain: Case study of gold ore deposits","Marinin M., Marinina O., Wolniak R.",20711050,"Sustainability (Switzerland)",13, 7,0,0,0,0,0,1,4,0,5,0,5
2021,"Sorption recovery of platinum metals from production solutions of sulfate-chloride leaching of chromite wastes","Petrov G., Zotova I., Nikitina T., Fokina S.",20754701,"Metals",11, 4,0,0,0,0,0,3,1,0,4,0,4
2021,"Endemic Silurian ostracod faunas of the Southern Tien Shan, Central Asia","Mikhailova E.D., Siveter D.J.",03778398,"Marine Micropaleontology",164, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Involving small and medium-sized mining industry businesses in mining waste processing in the Russian Federation","Nevskaya M., Seleznev S., Masloboev V., Klyuchnikova E., Makarov D.",21912203,"Mineral Economics",34, 1,0,0,0,0,1,1,2,0,4,0,4
2021,"Spatial analysis of subway passenger traffic in Saint Petersburg","Baltyzhakova T., Romanchikov A.",20296991,"Geodesy and Cartography (Vilnius)",47, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Traditional and experimental aspects of cognitive design mechanisms","Kirienko I., Makhova T., Piirainen V.",25550403,"E3S Web of Conferences",244, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Method of rapid assessment of sulfide sulfur content in host rocks","Magomet R., Zhikharev S., Maltsev S., Norina N.",25550403,"E3S Web of Conferences",244, ,0,0,0,0,0,1,1,0,2,0,2
2021,"Justification of the use of a vegetal additive to diesel fuel as a method of protecting underground personnel of coal mines from the impact of harmful emissions of diesel-hydraulic locomotives","Korshunov G.I., Eremeeva A.M., Drebenstedt C.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,2,12,3,17,0,17
2021,"Forecasting of mining and geological processes based on the analysis of the underground space of the kupol deposit as a multicomponent system (Chukotka autonomous region, anadyr district)","Dashko R.E., Romanov I.S.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,0,3,0,3,0,3
2021,"Automated digitization of radial charts","Vasilyeva N.V., Boikov A.V., Erokhina O.O., Trifonov A.Yu.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,5,21,5,31,0,31
2021,"Kinetics of carbonation of light lanthanides","Kashurin R.R., Gerasev S.A., Svakhina Y.A., Litvinova T.E.",17551307,"IOP Conference Series: Earth and Environmental Science",677, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Main aspects of liquefied natural gas process line thermal and hydraulic calculations","Karyakina E.D., Shammazov I.A., Shalygin A.V.",17551307,"IOP Conference Series: Earth and Environmental Science",677, 5,0,0,0,0,0,2,2,0,4,0,4
2021,"Carbon additives for high-quality well cementing","Kovalchuk V.S., Nikolaev N.I.",17551307,"IOP Conference Series: Earth and Environmental Science",677, 5,0,0,0,0,0,3,0,0,3,0,3
2021,"Multi-Physics of Dynamic Elastic Metamaterials and Earthquake Systems","Yakovleva A.A., Movchan I.B., Misseroni D., Pugno N.M., Movchan A.B.",22968016,"Frontiers in Materials",7, ,0,0,0,0,0,1,3,0,4,0,4
2021,"LoRaWAN gateway coverage evaluation for smart city applications","Terleev A.V., Khalturin A.A., Shpenst V.A.",,"Proceedings of the 3rd 2021 International Youth Conference on Radio Electronics, Electrical and Power Engineering, REEPE 2021",, ,0,0,0,0,0,2,4,0,6,0,6
2021,"Research of power supply system modes with nonlinear and linear loads connected to different winding of the transformer","Kostin V.N., Serikov V.A., Ivanova T.S., Krivenko A.V.",,"Proceedings of the 3rd 2021 International Youth Conference on Radio Electronics, Electrical and Power Engineering, REEPE 2021",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"[Construction of Fe-aminoclay-glucose Oxidase Nanocomposite Catalyst and Its Multi-enzyme Cascade Analysis, 铁氨基黏土-葡萄糖氧化酶纳米复合催化剂的构筑及多酶级联反应研究]","Li L., Sun S., Lyu R., Golubev Y.A., Wang K., Dong F., Duan T., Kotova O.B., Kotova E.L.",02510790,"Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities",42, 3,0,0,0,0,0,2,0,0,2,0,2
2021,"Theoretical Approbation of the Method for Evaluating Bending Stress of Underground Pipelines from the Ground Surface","Aginey R.V., Firstov A.A.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Change of Acoustic and Magnetic Properties of Metals of Main Pipelines under the Influence of Cyclic Loads","Lapiga I., Schipachev A.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Augmented Reality Techniques in Industrial Warehouse Logistics in Mining Industry","Rodnichenko E.K., Gorlenkov D.V., Petrov P.A., Timofeev V.Y.",17551307,"IOP Conference Series: Earth and Environmental Science",688, 1,0,0,0,0,0,1,1,0,2,0,2
2021,"The Comparison of the Russian and Foreign Mining Wastes Classification Systems","Kondakova V.N., Pomortseva A.A., Pospehov G.B.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 5,0,0,0,0,0,0,3,0,3,0,3
2021,"Possibility of Environment-Friendly Hydrometallurgical Treatment of Copper-Zinc Concentrate Containing Arsenic","Artykova A.V., Melamud V.S., Boduen A.Y., Bulaev A.G.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 3,0,0,0,0,0,2,0,0,2,0,2
2021,"Monitoring of Forest Land Cover Change in Nui Ba Ra Protected Landscape in Vietnam Using Remote Sensing Methods and GIS techniques","Anh D.T.L., Hung D.V., Hung N.T.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Creating Forecast Maps of the Spatial Distribution of Dangerous Geodynamic Phenomena Based on the Principal Component Method","Kiselev V., Guseva N., Kuranov A.",17551307,"IOP Conference Series: Earth and Environmental Science",666, 3,0,0,0,0,0,0,3,0,3,0,3
2021,"Gas and water content's monitoring of crude oil in pipeline during production in Arctic shelf","Voytyuk I.",17551307,"IOP Conference Series: Earth and Environmental Science",678, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Field application of microbial self-healing cement slurry in Chunguang 17-14 well","Li L., Liu T., Jiang G., Fang C., Sun J., Zheng S., Liu H., Leusheva E., Morenov V., Nikolaev N.",19961073,"Energies",14, 6,0,0,0,0,0,1,1,1,3,0,3
2021,"Dynasties of mining engineers as a subject of historical research","Afanas'ev V.G., Leyberov A.I., Gutman S.S.",20739745,"Bylye Gody",16, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Mining industry and education in the kingdom of poland in the second half of the 19th - early 20th centuries","Mokeev A.B., Podolsky S.I., Yanchenko D.G.",20739745,"Bylye Gody",16, 1,0,0,0,0,0,0,3,0,3,0,3
2021,"The development of the mineral and raw materials base of russia in the works of scientists of the mining institute (second half of the 19th and early 20th centuries)","Tropov I.A., Podolskiy S.I., Lyubichankovskiy S.V.",20739745,"Bylye Gody",16, 1,0,0,0,0,0,0,3,1,4,0,4
2021,"Sustainable development of the energy sector in a country deficient in mineral resources: The case of the Republic of Moldova","Resniova E., Ponomarenko T.",20711050,"Sustainability (Switzerland)",13, 6,0,0,0,0,0,2,10,1,13,0,13
2021,"Suppression of Plasma Instabilities in the Plasma of a Three-Electrode Current and Voltage Stabilizer","Mustafaev A.S., Grabovskiy A.Y., Sukhomlinov V.S.",0018151X,"High Temperature",59, 2-6,0,0,0,0,0,0,0,0,0,0,0
2021,"Promoting public awareness of carbon capture and storage technologies in the russian federation: A system of educational activities","Vasilev Y., Cherepovitsyn A., Tsvetkova A ., Komendantova N.",19961073,"Energies",14, 5,0,0,0,0,0,2,12,1,15,0,15
2021,"Combined Refractory Materials with Addition of Technogenic Waste for Metallurgical Assemblies","Bazhin V.Y., Glaz'ev M.V.",10834877,"Refractories and Industrial Ceramics",61, 6,0,0,0,0,0,1,1,0,2,0,2
2021,"Low-heat steaming treatment of concrete with polycarboxylate superplasticizers","Smirnova O.M.",27128172,"Magazine of Civil Engineering",102, 2,0,0,0,0,0,0,1,1,2,0,2
2021,"NUMERICAL MODELLING OF MULTIPLE-SEAM COAL MINING AT THE TALDINSKAYA-ZAPADNAYA-2 MINE","Sidorenko A.A., Sidorenko S.A., Ivanov V.V.",18196608,"ARPN Journal of Engineering and Applied Sciences",16, 5,0,0,0,0,0,0,4,0,4,0,4
2021,"Evidence of Subduction of the Paleoproterozoic Oceanic Crust in the Khapchan Belt of the Anabar Shield, Siberian Craton","Gusev N.I., Sergeeva L.Y., Skublov S.G.",08695911,"Petrology",29, 2,0,0,0,0,0,0,2,0,2,0,2
2021,"Sociocultural concept of physical recreation","Vakhnin N.A., Elmurzaev M.A., Vakhnina E.G.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Nonlinear Control for Attitude Stabilization of a Rigid Body Forced by Nonstationary Disturbances with Zero Mean Values","Aleksandrov A.Y., Tikhonov A.A.",23834536,"Journal of Applied and Computational Mechanics",7, 2,0,0,0,0,0,0,1,0,1,0,1
2021,"Novel approach to collect and process power quality data in medium-voltage distribution grids","Kryltcov S., Makhovikov A., Korobitcyna M.",20738994,"Symmetry",13, 3,0,0,0,0,0,0,6,0,6,0,6
2021,"Risk-based methodology for determining priority directions for improving occupational safety in the mining industry of the arctic zone","Gendler S., Prokhorova E.",20799276,"Resources",10, 3,0,0,0,0,0,2,9,1,12,0,12
2021,"Deep structure, tectonics and petroleum potential of the western sector of the Russian arctic","Egorov A.S., Prischepa O.M., Nefedov Y.V., Kontorovich V.A., Vinokurov I.Y.",20771312,"Journal of Marine Science and Engineering",9, 3,0,0,0,0,0,1,5,0,6,0,6
2021,"Natural stone in the 14th–15th-Century secular buildings of the Novgorod Kremlin","Antipov I., Antonov A., Jolshin D., Savchenok A., Tarasenko A., Yakovlev D.",12962074,"Journal of Cultural Heritage",48, ,0,0,0,0,0,1,1,0,2,0,2
2021,"Approximate analytical solutions for some obstacle problems","Chamekh M., Latrach M.A., Elzaki T.M.",10183647,"Journal of King Saud University - Science",33, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Impactor velocity measurement system for dynamic hardness testers and calibration machines on Leeb scales","Gogolinskii K., Syasko V., Umanskii A., Kazieva T., Gubskiy K., Kuznetsov A., Gluhov R.",02632241,"Measurement: Journal of the International Measurement Confederation",173, ,0,0,0,0,0,0,0,0,0,0,0
2021,"On the identification of bearings of active interference sources","Trofimets E.N., Mazakov E.B., Trofimets V.Ya.",17578981,"IOP Conference Series: Materials Science and Engineering",1047, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Computer modelling of physical processes described by parabolic type equations","Trofimets E.N., Trofimets V.Ya.",17578981,"IOP Conference Series: Materials Science and Engineering",1047, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Method of precision dimensional analysis in modelling of technological processes for shafts manufacturing","Khalimonenko A.D., Pompeev K.P., Timofeev D.Y.",17578981,"IOP Conference Series: Materials Science and Engineering",1047, 1,0,0,0,0,0,0,0,1,1,0,1
2021,"Geotechnical monitoring of frozen soils: Problems and possible solutions","Potapov A.I., Shikhov A.I., Dunaeva E.N.",17578981,"IOP Conference Series: Materials Science and Engineering",1064, 1,0,0,0,0,0,1,3,1,5,0,5
2021,"Modeling of peat tractor semi-Trailer motion","Mikhailov A.V., Zhigulskaya A.I., Kasakov Y.A.",17578981,"IOP Conference Series: Materials Science and Engineering",1061, 1,0,0,0,0,0,0,1,1,2,0,2
2021,"Mathematical modelling of operation of the hydraulic support system of the powered support sections with impulse-free continuous regulation of its resistance to the roof rock lowering","Gabov V.V., Babyr N.V., Zadkov D.A.",17578981,"IOP Conference Series: Materials Science and Engineering",1064, 1,0,0,0,0,0,2,5,0,7,0,7
2021,"Improving the efficiency of the use of photovoltaic stations in the republic of Cuba","Iakovleva E.V., Guerra D.D.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Modeling of the process of mechanical dehydration of raw peat materials in the working tools of mining machines","Ivanov S.L., Khudyakova I.N., Vagapova E.A., Ivanova P.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Manifestation of the ""striped heating"" effect in numerical simulation of induction heating of ferromagnetic bodies near the Curie point","Chmilenko F.V., Rastvorova I.I., Yermekova M.R.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Prospecting of the collision electron spectroscopy method and its integration into personal microplasma photoionization sensor CES","Tsyganov A.B., Arslanova F.G., Kamenev E.N., Odintsov E.E.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Design and modelling of a universal CNC machine","Rastvorova I.I., Klyucherev N.A.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Accounting for the plasma background radiation influence and calibration curve export in atomic emission spectrometry with CCD-based registration system when determining metal and alloy impurities","Sukhomlinov V.S., Mustafaev A.S., Popova A.N.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"The methodology of choosing the distribution model of echoes for ground penetrating radar with broadband signals","Borisov S.V., Vyboldin Yu.K.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"The software adaptive system for managing the heavy cargo transportation process based on the automated vehicle weight and size control system","Safiullin R.N., Reznichenko V.V., Safiullin R.R.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Investigation of the suitable dimensions for hydraulic prop support of self-advancing hydraulic roof support in underground mining at Quang Ninh coal basin in Viet Nam","Lykov Yu.V., Nhu B.T., Trong D.D., Tung L.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,1,0,2,0,2
2021,"Influence of the relative location of distributed energy sources on the current protection of the electric network","Ivanchenko D.I., Voytyuk I.N., Smirnov A.I.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Algorithm for the choice of power supply system rational structure of gas pumping stations","Baburin S.V., Turysheva A.V., Kovalchuk M.S.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,2,0,3,0,3
2021,"Mathematical modeling of mass, heat and fluid flow in a reverberatory furnace for melting nickel-containing raw materials","Sharikov Y.V., Quiroz Cabascango V.E.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,1,2,0,2
2021,"The modeling and analysis of the parameters of the non-sinusoidal modes","Sychev Yu.A., Prokhorova V.B., Aladin M.E.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Development and design of a mobile power plant in the form of a standalone power supply","Abramovich B.N., Ustinov D.A., Abdallah W.J.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,2,1,0,3,0,3
2021,"Modeling of the molten glass formation zone as a viscoelastic medium","Alekseeva L.B., Maksarov V.V.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Improving the torque direct control method of the asynchronous motor in the converter using the active rectifier","Kozyaruk A.E., Tung L.V., Vasilev B.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"To the question of determining bending stress of a buried pipeline from the ground surface","Aginey R.V., Firstov A.A., Kapachinskikh Z.Y.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Modeling wear process of oil scraper piston rings with pyrolytic chromium coating","Maksarov V.V., Krasnyy V.A., Klochkov D.A.",17426588,"Journal of Physics: Conference Series",1753, 1,0,0,0,0,0,0,1,0,1,0,1
